tyre_id,brand,model,tyre_size,width_mm,aspect_ratio,rim_inch,season_type,tyre_segment,vehicle_type,vehicle_weight_kg,drive_type,wheel_position,country,region,city,latitude,longitude,climate_zone,road_type,measurement_date,season_of_year,mileage_km,td_initial_mm,td_current_mm,td_inner_mm,td_center_mm,td_outer_mm,wear_mm,wear_rate_mm_10000km,predicted_life_km,remaining_life_km,fuel_efficiency_class,wet_grip_class,noise_db,rolling_resistance,price_eur,cost_per_1000km,risk_class,cluster_id
TYR00540,Michelin,MIC-Tour-293,225/45 R17,225,45,17,winter,premium,fleet,1503.0,fwd,rear_right,France,Western Europe,Lyon,45.65453,4.94527,temperate,mixed,2023-09-17,autumn,39872.0,7.58,5.61,5.19,5.84,5.4,1.98,0.496,120616.0,80744.0,B,C,74.1,6.69,300.79,2.49,low,0
TYR00541,Michelin,MIC-Sport-555,205/55 R16,205,55,16,all-season,premium,suv,1845.0,rwd,rear_left,Spain,Southern Europe,Madrid,40.38175,-3.62726,mediterranean,mixed,2024-06-14,summer,9693.0,7.38,6.8,6.47,6.89,6.7,0.58,0.6,96382.0,86689.0,C,C,73.6,5.24,320.63,3.33,low,0
TYR00542,Bridgestone,BRI-Eco-251,255/40 R19,255,40,19,summer,mid-range,suv,1729.0,fwd,rear_left,Norway,Northern Europe,Oslo,59.96574,10.81935,cold,highway,2024-06-06,summer,25425.0,7.68,5.69,5.5,5.67,5.43,1.99,0.782,77750.0,52325.0,B,B,72.8,5.94,-296.73,3.82,low,0
TYR00543,Bridgestone,BRI-Grip-265,235/45 R18,235,45,18,summer,mid-range,fleet,1905.0,fwd,rear_left,Netherlands,Western Europe,Amsterdam,52.27007,4.90743,oceanic,highway,2020-12-19,winter,16766.0,8.36,7.35,7.0,7.45,7.15,1.01,0.6,112632.0,95866.0,D,C,73.2,4.12,301.24,2.67,low,0
TYR00544,Continental,CON-Eco-781,195/65 R15,195,65,15,winter,premium,fleet,1556.0,fwd,rear_right,France,Western Europe,Lyon,45.74313,4.95723,temperate,mixed,2023-02-23,winter,40140.0,8.87,7.21,7.15,7.29,6.95,1.66,0.413,176017.0,135876.0,A,B,73.7,7.5,259.87,1.48,low,0
TYR00545,Hankook,HAN-Drive-886,205/55 R16,205,55,16,winter,mid-range,ev,2388.0,awd,front_right,Netherlands,Western Europe,Amsterdam,52.40064,4.75343,oceanic,rural,2022-05-20,spring,54653.0,7.7,1.98,1.4,2.07,1.84,5.71,1.045,58320.0,3667.0,A,A,70.2,7.37,223.74,3.84,high,2
TYR00546,BudgetRoad,BUD-Sport-782,225/45 R17,225,45,17,summer,budget,city,1356.0,awd,rear_left,Italy,Southern Europe,Milan,45.48283,9.20578,mediterranean,mixed,2024-04-25,spring,29017.0,7.51,,5.23,5.66,5.63,1.83,0.631,93587.0,64569.0,D,E,73.7,5.35,168.61,1.8,low,0
TYR00547,BudgetRoad,BUD-Eco-511,225/45 R17,225,45,17,all-season,budget,city,1340.0,awd,rear_right,Italy,Southern Europe,Milan,45.49206,9.07248,mediterranean,urban,2020-07-25,summer,9176.0,8.77,7.99,7.84,7.89,7.99,0.79,0.856,83768.0,74592.0,C,A,71.0,5.67,160.31,1.91,low,0
TYR00548,Pirelli,PIR-Tour-300,235/45 R18,235,45,18,winter,premium,city,1174.0,rwd,front_left,Czechia,Eastern Europe,Prague,50.00789,14.44491,continental,rural,2021-03-10,spring,11110.0,8.28,7.29,7.05,7.28,7.24,1.0,0.897,74529.0,63419.0,C,A,71.7,5.3,281.35,3.77,low,0
TYR00549,Continental,CON-Eco-782,255/40 R19,255,40,19,winter,premium,city,1206.0,awd,rear_right,Portugal,Southern Europe,Lisbon,38.70353,-9.15947,mediterranean,highway,2024-07-01,summer,21230.0,8.17,7.18,6.94,7.07,7.08,0.99,0.466,140939.0,119709.0,B,C,73.7,6.53,320.62,2.27,low,0
TYR00550,Yokohama,YOK-Drive-995,205/55 R16,205,55,16,all-season,mid-range,ev,2159.0,rwd,rear_right,Netherlands,Western Europe,Amsterdam,52.30621,4.92125,oceanic,mixed,2019-02-19,winter,23527.0,7.42,5.19,4.95,5.23,5.11,2.24,0.952,61207.0,37680.0,B,B,74.0,5.76,229.03,3.74,low,0
TYR00551,Continental,CON-Drive-846,205/55 R16,205,55,16,all-season,premium,ev,2103.0,awd,rear_right,Poland,Eastern Europe,Warsaw,52.1463,20.84705,continental,mountain,2022-03-28,spring,27347.0,8.86,6.51,6.12,6.53,6.41,2.34,0.857,84684.0,57337.0,A,C,71.1,7.87,299.88,3.54,low,0
TYR00552,Goodyear,GOO-Tour-167,255/40 R19,255,40,19,all-season,premium,city,1112.0,fwd,front_right,Sweden,Northern Europe,Stockholm,59.37794,18.22552,cold,mixed,2024-04-28,spring,23129.0,7.97,6.21,5.9,6.15,6.21,1.76,0.759,83882.0,60753.0,E,B,73.3,3.22,309.31,3.69,low,0
TYR00553,Yokohama,YOK-Grip-304,195/65 R15,195,65,15,summer,mid-range,ev,1848.0,awd,rear_left,Czechia,Eastern Europe,Prague,50.09533,14.47326,continental,mountain,2020-12-17,winter,29132.0,8.45,5.48,5.22,5.58,5.29,2.97,1.018,67281.0,38149.0,C,C,72.7,5.33,220.62,3.28,low,0
TYR00554,Yokohama,YOK-Grip-127,225/45 R17,225,45,17,all-season,mid-range,ev,2043.0,fwd,rear_left,Italy,Southern Europe,Milan,45.34117,9.24158,mediterranean,rural,2022-05-29,spring,56781.0,7.78,4.22,4.04,4.28,4.16,3.56,0.627,98458.0,41677.0,B,C,73.6,6.5,260.15,2.64,low,0
TYR00555,Goodyear,GOO-Grip-129,225/45 R17,225,45,17,winter,premium,ev,2023.0,fwd,rear_left,Portugal,Southern Europe,Lisbon,38.81584,-9.1754,mediterranean,mountain,2021-01-04,winter,37122.0,7.52,4.78,4.62,4.7,4.73,2.74,0.739,80182.0,43060.0,B,C,73.0,5.54,300.76,3.75,low,0
TYR00556,Bridgestone,BRI-Drive-810,235/45 R18,235,45,18,summer,mid-range,fleet,1123.0,awd,rear_left,Spain,Southern Europe,Madrid,40.45862,-3.72431,mediterranean,rural,2024-05-22,spring,54569.0,7.4,4.27,3.96,4.25,4.17,3.13,0.573,101213.0,46644.0,C,D,73.1,5.46,286.11,2.83,low,0
TYR00557,Hankook,HAN-Grip-465,255/40 R19,255,40,19,all-season,mid-range,fleet,1618.0,fwd,rear_left,Spain,Southern Europe,Madrid,40.49316,-3.63066,mediterranean,highway,2025-07-10,summer,7113.0,7.81,7.4,7.28,7.32,7.2,0.41,0.572,108548.0,101435.0,A,B,73.2,7.06,268.22,2.47,low,0
TYR00558,Michelin,MIC-Eco-626,225/45 R17,225,45,17,winter,premium,ev,2310.0,awd,rear_left,Italy,Southern Europe,Milan,45.34642,9.16718,mediterranean,urban,2022-04-02,spring,8860.0,7.33,6.81,6.4,6.81,6.63,0.52,0.588,97453.0,88593.0,B,C,74.2,6.58,329.65,3.38,low,0
TYR00559,Goodyear,GOO-Tour-198,195/65 R15,195,65,15,all-season,premium,family,1511.0,awd,rear_left,France,Western Europe,Lyon,45.74446,4.86914,temperate,mixed,2022-05-18,spring,36850.0,7.86,5.55,5.24,5.49,5.52,2.31,0.627,99793.0,62944.0,B,C,73.0,5.98,264.37,2.65,low,0
TYR00560,Hankook,HAN-Grip-204,205/55 R16,205,55,16,summer,mid-range,family,1407.0,awd,rear_left,Poland,Eastern Europe,Warsaw,52.15175,21.01969,continental,mixed,2024-06-09,summer,10473.0,7.92,7.13,6.85,7.3,7.01,0.79,0.757,83508.0,,B,D,72.4,6.03,200.54,2.4,low,0
TYR00561,Goodyear,GOO-Grip-117,255/40 R19,255,40,19,summer,premium,family,1762.0,awd,front_left,France,Western Europe,Lyon,45.69758,4.7359,temperate,mountain,2024-03-01,spring,10191.0,8.82,8.08,7.79,8.06,7.89,0.74,,98831.0,88640.0,E,A,73.5,3.95,305.79,3.09,low,0
TYR00562,Hankook,HAN-Tour-129,225/45 R17,225,45,17,all-season,mid-range,suv,1912.0,fwd,rear_right,Norway,Northern Europe,Oslo,59.82411,10.55133,cold,rural,2024-11-12,autumn,31522.0,8.13,5.32,5.03,5.51,5.2,2.81,0.892,73256.0,41734.0,D,B,71.2,4.66,233.47,3.19,low,0
TYR00563,Pirelli,PIR-Drive-807,205/55 R16,205,55,16,all-season,premium,family,1760.0,awd,front_right,Spain,Southern Europe,Madrid,40.43339,-3.74406,mediterranean,mixed,2020-05-28,spring,23156.0,8.09,6.98,6.62,6.98,6.7,1.11,0.48,135233.0,112076.0,A,E,73.1,6.93,256.7,1.9,low,0
TYR00564,Continental,CON-Eco-580,195/65 R15,195,65,15,winter,premium,ev,1894.0,fwd,front_right,Spain,Southern Europe,Madrid,40.60112,-3.79004,mediterranean,urban,2019-05-15,spring,19328.0,8.42,7.21,6.9,7.06,7.19,1.2,0.623,109378.0,90050.0,D,B,73.9,4.33,276.9,2.53,low,0
TYR00565,Bridgestone,BRI-Grip-289,195/65 R15,195,65,15,summer,mid-range,suv,1657.0,awd,front_left,Spain,Southern Europe,Madrid,40.51544,-3.59336,mediterranean,urban,2020-05-22,spring,20136.0,8.32,7.34,7.23,7.41,7.08,0.98,0.486,138317.0,118182.0,E,A,74.1,3.23,221.44,1.6,low,0
TYR00566,Michelin,MIC-Sport-347,195/65 R15,195,65,15,summer,premium,suv,2007.0,awd,rear_left,Netherlands,Western Europe,Amsterdam,52.35189,5.11355,oceanic,mixed,2020-10-19,autumn,31763.0,7.63,5.41,5.21,5.48,5.38,2.22,0.7,86141.0,54378.0,D,C,72.4,4.55,273.34,3.17,low,0
TYR00567,Continental,CON-Eco-842,195/65 R15,195,65,15,all-season,premium,city,1242.0,awd,front_right,Poland,Eastern Europe,Warsaw,52.29591,20.93517,continental,highway,2022-02-28,winter,36812.0,7.95,5.0,4.75,5.07,4.85,2.95,0.801,79240.0,42427.0,A,C,70.7,7.48,260.9,3.29,low,0
TYR00568,Pirelli,PIR-Drive-534,255/40 R19,255,40,19,all-season,premium,ev,1898.0,rwd,front_right,Spain,Southern Europe,Madrid,40.50241,-3.67723,mediterranean,mountain,2020-03-15,spring,25086.0,8.84,6.89,6.5,6.85,6.82,1.96,0.779,92922.0,67836.0,A,B,73.4,7.28,313.62,3.38,low,0
TYR00569,Pirelli,PIR-Tour-670,235/45 R18,235,45,18,summer,premium,suv,2026.0,fwd,rear_right,France,Western Europe,Lyon,45.67245,4.91864,temperate,urban,2024-10-29,autumn,25718.0,8.04,6.31,6.03,6.35,6.17,1.73,0.672,95853.0,70135.0,A,C,72.0,7.48,287.17,3.0,low,0
TYR00570,Continental,CON-Drive-331,225/45 R17,225,45,17,winter,premium,city,1154.0,rwd,rear_left,Portugal,Southern Europe,Lisbon,38.75911,-9.12639,mediterranean,mountain,2025-09-25,autumn,52662.0,8.54,5.42,4.95,5.45,5.37,3.12,0.593,117012.0,64350.0,C,C,71.0,5.51,291.58,2.49,low,0
TYR00571,Yokohama,YOK-Eco-505,225/45 R17,225,45,17,winter,mid-range,family,1501.0,fwd,rear_right,Poland,Eastern Europe,Warsaw,52.24532,21.10877,continental,mixed,2021-01-04,winter,31735.0,7.6,5.88,5.64,5.88,5.75,1.73,0.544,110388.0,78654.0,A,C,72.3,7.62,238.95,2.16,low,0
TYR00572,Continental,CON-Grip-709,195/65 R15,195,65,15,summer,premium,ev,1931.0,rwd,front_left,Norway,Northern Europe,Oslo,59.95986,10.78266,cold,highway,2019-09-23,autumn,25189.0,8.89,6.8,6.69,6.86,6.69,2.08,0.827,88088.0,62899.0,B,A,74.3,7.33,288.83,3.28,low,0
TYR00573,Continental,CON-Drive-596,205/55 R16,205,55,16,winter,premium,ev,1800.0,rwd,rear_left,Sweden,Northern Europe,Stockholm,59.28672,18.15908,cold,mountain,2022-12-29,winter,33692.0,8.19,4.87,4.65,4.9,4.77,3.33,0.987,66788.0,33097.0,B,C,72.8,6.28,313.33,4.69,low,0
TYR00574,Bridgestone,BRI-Eco-201,205/55 R16,205,55,16,winter,mid-range,city,1186.0,fwd,rear_left,Poland,Eastern Europe,Warsaw,52.27463,21.07783,continental,mountain,2024-07-29,summer,41435.0,7.94,4.37,4.28,4.39,4.17,3.56,0.86,73704.0,32269.0,B,E,73.0,6.36,254.59,3.45,low,0
TYR00575,Continental,CON-Eco-878,235/45 R18,235,45,18,all-season,premium,city,1340.0,fwd,rear_right,Portugal,Southern Europe,Lisbon,38.60934,-9.10063,mediterranean,rural,2022-09-01,autumn,13967.0,8.51,7.64,7.29,7.6,7.59,0.87,0.623,110901.0,96933.0,A,C,72.7,7.26,319.52,2.88,low,0
TYR00576,BudgetRoad,BUD-Sport-659,235/45 R18,235,45,18,summer,budget,suv,1786.0,awd,rear_right,Spain,Southern Europe,Madrid,40.52119,-3.73243,mediterranean,mountain,2024-08-29,summer,16578.0,8.08,6.65,6.44,6.62,6.52,1.43,0.863,75105.0,58527.0,B,B,72.2,6.99,197.84,2.63,low,0
TYR00577,Michelin,MIC-Sport-775,235/45 R18,235,45,18,summer,premium,ev,2110.0,rwd,rear_left,Portugal,Southern Europe,Lisbon,38.70784,-9.1953,mediterranean,mountain,2023-12-18,winter,37951.0,7.35,4.63,4.45,4.52,4.5,2.72,0.716,80320.0,42369.0,B,A,71.5,7.22,339.13,4.22,low,0
TYR00578,Goodyear,GOO-Sport-801,235/45 R18,235,45,18,winter,premium,family,1417.0,rwd,rear_right,Germany,Western Europe,Berlin,52.45166,13.41666,continental,mountain,2020-03-24,spring,8914.0,8.0,7.18,6.98,7.17,7.02,0.82,0.923,69362.0,60448.0,C,B,72.4,4.65,311.07,4.48,low,0
TYR00579,BudgetRoad,BUD-Sport-792,235/45 R18,235,45,18,all-season,budget,family,1786.0,awd,front_left,Poland,Eastern Europe,Warsaw,52.10434,20.96749,continental,mountain,2021-12-14,winter,25631.0,8.35,5.72,5.5,5.77,5.67,2.64,1.029,65635.0,40004.0,C,E,72.0,5.91,172.17,2.62,low,0
TYR00580,Bridgestone,BRI-Eco-883,225/45 R17,225,45,17,summer,mid-range,city,1455.0,awd,front_left,Netherlands,Western Europe,Amsterdam,52.3731,4.96766,oceanic,highway,2023-02-09,winter,26834.0,7.32,5.37,5.22,5.32,5.29,1.95,0.727,78692.0,51859.0,B,C,73.6,6.71,255.99,3.25,low,0
TYR00581,Yokohama,YOK-Tour-706,195/65 R15,195,65,15,winter,mid-range,suv,1783.0,rwd,rear_right,Netherlands,Western Europe,Amsterdam,52.23018,4.87799,oceanic,mixed,2019-08-20,summer,21376.0,7.44,5.34,5.14,5.36,5.23,2.1,0.982,59492.0,38115.0,C,B,71.2,5.44,219.88,3.7,low,0
TYR00582,Continental,CON-Drive-681,225/45 R17,225,45,17,summer,premium,suv,1965.0,fwd,front_left,Spain,Southern Europe,Madrid,40.27113,-3.75749,mediterranean,rural,2022-08-28,summer,41152.0,8.55,6.32,6.09,6.41,6.15,2.24,0.543,127991.0,86839.0,A,C,72.4,7.96,297.37,2.32,low,0
TYR00583,Yokohama,YOK-Eco-927,225/45 R17,225,45,17,summer,mid-range,ev,1869.0,awd,front_left,Poland,Eastern Europe,Warsaw,52.25132,20.99354,continental,mixed,2023-03-28,spring,54189.0,8.88,4.4,4.09,4.34,4.28,4.48,0.826,88035.0,33846.0,C,B,72.3,5.49,256.28,2.91,low,0
TYR00584,Continental,CON-Grip-608,205/55 R16,205,55,16,winter,premium,ev,2040.0,awd,rear_left,Norway,Northern Europe,Oslo,59.93744,10.79389,cold,highway,2025-11-23,autumn,46705.0,8.35,3.86,3.66,3.88,3.75,4.49,0.962,70155.0,23450.0,B,E,72.7,6.46,309.22,4.41,medium,1
TYR00585,Pirelli,PIR-Sport-444,225/45 R17,225,45,17,winter,premium,city,1359.0,rwd,rear_right,Spain,Southern Europe,Madrid,40.52759,-3.73667,mediterranean,highway,2020-01-12,winter,53076.0,8.24,5.44,5.27,5.37,5.28,2.8,0.528,125659.0,72583.0,C,C,74.5,5.55,302.98,2.41,low,0
TYR00586,Continental,CON-Tour-543,255/40 R19,255,40,19,all-season,premium,ev,1935.0,rwd,front_right,Germany,Western Europe,Berlin,52.53488,13.49242,continental,mixed,2019-11-11,autumn,20018.0,8.08,6.17,5.74,6.15,6.06,1.91,0.955,67854.0,47836.0,C,A,74.1,5.8,345.47,5.09,low,0
TYR00587,Hankook,HAN-Sport-983,205/55 R16,205,55,16,winter,mid-range,ev,2099.0,rwd,rear_right,Poland,Eastern Europe,Warsaw,52.26636,21.06581,continental,rural,2021-01-09,winter,16825.0,8.6,7.02,6.91,7.11,7.0,1.58,0.937,74698.0,57873.0,D,C,72.1,4.67,254.57,3.41,low,0
TYR00588,BudgetRoad,BUD-Grip-346,205/55 R16,205,55,16,all-season,budget,ev,1740.0,rwd,rear_right,Italy,Southern Europe,Milan,45.45532,9.23128,mediterranean,rural,2019-09-03,autumn,21015.0,8.26,6.41,5.99,6.4,6.35,1.85,0.879,75752.0,54736.0,C,B,71.9,5.61,173.16,2.29,low,0
TYR00589,Bridgestone,BRI-Tour-803,235/45 R18,235,45,18,winter,mid-range,suv,2056.0,fwd,front_right,Italy,Southern Europe,Milan,45.47912,9.06601,mediterranean,mountain,2021-12-29,winter,12673.0,7.62,6.77,6.55,6.84,6.72,0.85,0.672,89647.0,76974.0,D,C,72.8,4.91,262.11,2.92,low,0
TYR00590,Pirelli,PIR-Drive-673,235/45 R18,235,45,18,summer,premium,city,1152.0,fwd,front_right,Czechia,Eastern Europe,Prague,50.17759,14.47961,continental,urban,2021-10-02,autumn,19381.0,7.8,6.49,6.33,6.43,6.43,1.31,0.677,91672.0,72291.0,D,B,72.6,3.83,295.92,3.23,low,0
TYR00591,Yokohama,YOK-Sport-280,195/65 R15,195,65,15,summer,mid-range,family,1519.0,rwd,front_right,Sweden,Northern Europe,Stockholm,59.27522,18.00505,cold,urban,2021-11-24,autumn,50531.0,8.41,4.22,3.87,4.23,3.94,4.19,0.829,82148.0,31618.0,D,B,74.0,5.08,211.5,2.57,low,0
TYR00592,BudgetRoad,BUD-Eco-506,195/65 R15,195,65,15,summer,budget,city,1256.0,rwd,rear_left,Portugal,Southern Europe,Lisbon,38.82948,-9.16505,mediterranean,urban,2023-07-26,summer,13991.0,7.66,6.73,6.42,6.84,6.66,0.94,0.671,90367.0,76375.0,D,C,71.2,4.39,158.56,1.75,low,0
TYR00593,Pirelli,PIR-Tour-437,195/65 R15,195,65,15,all-season,premium,fleet,1944.0,fwd,rear_left,Italy,Southern Europe,Milan,45.50231,9.07338,mediterranean,mountain,2020-01-05,winter,29686.0,7.64,4.74,4.52,4.87,4.59,2.9,0.978,61782.0,32096.0,B,A,74.9,5.96,253.98,4.11,low,0
TYR00594,Yokohama,YOK-Tour-983,205/55 R16,205,55,16,winter,mid-range,family,2031.0,fwd,front_left,Czechia,Eastern Europe,Prague,50.08063,14.30369,continental,highway,2021-05-26,spring,55377.0,7.99,2.84,2.55,2.85,2.79,5.15,0.93,68707.0,13330.0,E,B,72.4,3.64,231.78,3.37,medium,1
TYR00595,Michelin,MIC-Tour-903,235/45 R18,235,45,18,all-season,premium,suv,1761.0,awd,front_left,Czechia,Eastern Europe,Prague,50.01232,14.40166,continental,mixed,2025-02-13,winter,47854.0,8.21,4.43,4.17,4.33,4.28,3.78,0.79,83702.0,35848.0,B,C,73.2,6.24,291.15,3.48,low,0
TYR00596,Hankook,HAN-Eco-807,235/45 R18,235,45,18,all-season,mid-range,suv,1696.0,rwd,front_left,Italy,Southern Europe,Milan,45.42104,9.24519,mediterranean,rural,2019-05-23,spring,35822.0,7.81,5.31,5.07,5.3,5.25,2.5,0.699,88872.0,53050.0,D,C,74.4,4.5,265.52,2.99,low,0
TYR00597,Bridgestone,BRI-Drive-108,255/40 R19,255,40,19,winter,mid-range,suv,1586.0,awd,rear_left,France,Western Europe,Lyon,45.68257,4.91525,temperate,urban,2024-12-30,winter,18833.0,7.56,6.47,6.21,6.48,6.35,1.08,0.576,103471.0,84638.0,D,D,72.0,4.21,308.7,2.98,low,0
TYR00598,Bridgestone,BRI-Drive-908,225/45 R17,225,45,17,summer,mid-range,family,1409.0,rwd,front_right,Sweden,Northern Europe,Stockholm,59.39262,18.16101,cold,highway,2023-12-03,winter,24998.0,8.81,6.52,6.33,6.53,6.43,2.29,0.915,78748.0,53750.0,C,D,73.6,5.08,267.58,3.4,low,0
TYR00599,Bridgestone,BRI-Grip-815,195/65 R15,195,65,15,winter,mid-range,ev,1876.0,awd,rear_right,Portugal,Southern Europe,Lisbon,38.61733,-9.2351,mediterranean,mixed,2023-09-27,autumn,24317.0,7.58,6.51,5.75,6.7,6.23,1.06,0.437,136686.0,112369.0,D,D,71.4,4.57,246.6,1.8,low,0
TYR00600,Continental,CON-Grip-745,225/45 R17,225,45,17,winter,premium,fleet,1586.0,awd,rear_left,Germany,Western Europe,Berlin,52.57452,13.49212,continental,mountain,2019-04-23,spring,26294.0,8.46,6.56,6.3,6.41,6.55,1.9,0.724,94818.0,68524.0,D,C,72.7,5.25,282.37,2.98,low,0
TYR00601,Goodyear,GOO-Sport-830,195/65 R15,195,65,15,winter,premium,family,1513.0,awd,rear_left,Norway,Northern Europe,Oslo,59.92702,10.82677,cold,mixed,2025-06-16,summer,12395.0,8.84,7.65,7.33,7.68,7.55,1.19,0.959,75508.0,63113.0,A,A,73.2,8.17,261.78,3.47,low,0
TYR00602,Yokohama,YOK-Tour-303,225/45 R17,225,45,17,winter,mid-range,ev,1931.0,awd,front_right,Italy,Southern Europe,Milan,45.46997,9.19514,mediterranean,mixed,2020-12-11,winter,32700.0,8.84,6.24,5.72,6.38,6.18,2.6,0.796,90901.0,58201.0,C,D,71.1,5.84,245.88,2.7,low,0
TYR00603,Yokohama,YOK-Grip-191,225/45 R17,225,45,17,summer,mid-range,ev,1757.0,rwd,front_right,Spain,Southern Europe,Madrid,40.43599,-3.74833,mediterranean,urban,2019-04-05,spring,42889.0,8.79,6.22,5.99,6.12,6.18,2.57,0.6,119815.0,76925.0,E,C,73.5,3.16,240.49,2.01,low,0
TYR00604,Pirelli,PIR-Tour-274,225/45 R17,225,45,17,all-season,premium,family,1867.0,fwd,rear_right,Norway,Northern Europe,Oslo,60.02109,10.7052,cold,rural,2023-10-23,autumn,14612.0,7.34,5.96,5.43,6.01,5.87,1.38,0.948,60580.0,45968.0,C,A,72.3,5.98,275.18,4.54,low,0
TYR00605,Continental,CON-Tour-394,195/65 R15,195,65,15,all-season,premium,fleet,1188.0,rwd,rear_right,Czechia,Eastern Europe,Prague,49.98521,14.31924,continental,mountain,2020-04-30,spring,22991.0,7.27,5.31,5.08,5.27,5.27,1.97,0.855,66338.0,43347.0,A,A,72.5,7.13,287.34,4.33,low,0
TYR00606,Yokohama,YOK-Grip-129,205/55 R16,205,55,16,winter,mid-range,family,1534.0,awd,front_right,Norway,Northern Europe,Oslo,59.85924,10.84735,cold,mixed,2021-02-14,winter,24910.0,7.38,4.99,4.86,5.01,4.81,2.39,0.958,60333.0,35423.0,B,B,73.5,6.59,219.41,3.64,low,0
TYR00607,Bridgestone,BRI-Tour-809,205/55 R16,205,55,16,all-season,mid-range,ev,1289.0,fwd,rear_left,Germany,Western Europe,Berlin,52.4823,13.52949,continental,rural,2024-02-20,winter,8658.0,7.61,6.86,6.49,6.83,6.77,0.75,0.869,69123.0,60466.0,A,B,71.9,7.69,288.44,4.17,low,0
TYR00608,Pirelli,PIR-Grip-582,235/45 R18,235,45,18,all-season,premium,ev,1924.0,awd,rear_left,Sweden,Northern Europe,Stockholm,59.3303,18.00667,cold,urban,2020-01-26,winter,9671.0,7.39,6.54,6.49,6.72,6.54,0.84,0.869,66558.0,56887.0,C,A,72.9,5.23,329.75,4.95,low,0
TYR00609,Michelin,MIC-Sport-142,195/65 R15,195,65,15,winter,premium,fleet,1785.0,awd,rear_right,Netherlands,Western Europe,Amsterdam,52.35745,5.00176,oceanic,mixed,2023-06-05,summer,16741.0,7.22,6.14,5.6,6.17,5.86,1.08,0.643,87326.0,70586.0,C,A,71.6,6.01,285.46,3.27,low,0
TYR00610,Goodyear,GOO-Drive-245,225/45 R17,225,45,17,summer,premium,fleet,1588.0,rwd,rear_left,Czechia,Eastern Europe,Prague,50.08224,14.29802,continental,mountain,2020-06-24,summer,15254.0,7.31,6.01,5.82,6.02,5.94,1.3,0.855,66778.0,51525.0,A,C,71.6,7.15,288.53,4.32,low,0
TYR00611,Continental,CON-Sport-949,225/45 R17,225,45,17,summer,premium,family,1413.0,rwd,rear_left,Germany,Western Europe,Berlin,52.61394,13.49563,continental,mixed,2023-10-28,autumn,66627.0,7.5,3.15,2.86,3.15,2.84,4.35,0.653,90429.0,23802.0,B,D,72.9,6.88,298.25,3.3,medium,1
TYR00612,Hankook,HAN-Drive-154,235/45 R18,235,45,18,summer,mid-range,suv,1850.0,awd,rear_right,Germany,Western Europe,Berlin,52.46462,13.21655,continental,highway,2025-03-26,spring,26721.0,8.3,6.55,6.24,6.62,6.52,1.75,0.654,102438.0,75718.0,D,C,75.7,4.2,229.59,2.24,low,0
TYR00613,Goodyear,GOO-Drive-141,195/65 R15,195,65,15,summer,premium,family,1755.0,fwd,rear_right,France,Western Europe,Lyon,45.78652,4.75723,temperate,mixed,2020-10-31,autumn,26509.0,7.43,5.36,5.19,5.28,5.2,2.07,0.782,74585.0,48076.0,C,B,73.2,6.34,275.58,3.69,low,0
TYR00614,Hankook,HAN-Tour-284,255/40 R19,255,40,19,winter,mid-range,ev,2091.0,rwd,front_left,Norway,Northern Europe,Oslo,59.87682,10.71573,cold,highway,2020-05-21,spring,33102.0,8.03,4.92,4.61,4.87,4.88,3.1,0.938,68544.0,35442.0,B,A,72.0,6.6,280.01,4.09,low,0
TYR00615,Bridgestone,BRI-Grip-886,255/40 R19,255,40,19,all-season,mid-range,fleet,1487.0,fwd,front_left,Italy,Southern Europe,Milan,45.5327,9.15347,mediterranean,rural,2025-05-26,spring,19192.0,7.43,6.06,5.97,6.16,5.89,1.36,0.711,82006.0,62814.0,A,D,75.9,7.11,286.94,3.5,low,0
TYR00616,Continental,CON-Tour-257,225/45 R17,225,45,17,summer,premium,suv,2136.0,awd,front_left,Norway,Northern Europe,Oslo,59.99052,10.77126,cold,mountain,2023-03-11,spring,33917.0,8.03,4.53,4.08,4.44,4.52,3.5,1.031,62377.0,28460.0,C,E,73.8,5.02,297.39,4.77,low,0
TYR00617,Continental,CON-Sport-563,235/45 R18,235,45,18,all-season,premium,ev,2032.0,rwd,rear_left,Portugal,Southern Europe,Lisbon,38.63628,-9.1443,mediterranean,rural,2019-01-24,winter,29430.0,8.15,5.87,5.62,6.01,5.85,2.29,0.777,84398.0,54968.0,B,A,73.8,5.85,342.75,4.06,low,0
TYR00618,Goodyear,GOO-Drive-361,205/55 R16,205,55,16,summer,premium,suv,1659.0,rwd,front_left,Netherlands,Western Europe,Amsterdam,52.39507,4.99104,oceanic,urban,2025-02-19,winter,15482.0,8.23,7.14,6.98,7.26,7.09,1.09,0.705,94059.0,78576.0,E,B,73.4,4.59,228.41,2.43,low,0
TYR00619,Pirelli,PIR-Grip-223,235/45 R18,235,45,18,summer,premium,city,1276.0,fwd,front_right,Italy,Southern Europe,Milan,45.48206,9.28264,mediterranean,mountain,2023-07-07,summer,48517.0,7.92,3.59,3.41,3.56,3.58,4.34,0.894,70725.0,22208.0,B,C,73.8,6.26,275.34,3.89,medium,1
TYR00620,BudgetRoad,BUD-Drive-556,235/45 R18,235,45,18,all-season,budget,suv,2032.0,awd,front_right,Germany,Western Europe,Berlin,52.4655,13.42557,continental,mixed,2020-01-29,winter,26060.0,7.49,4.42,4.22,4.52,4.28,3.07,1.179,49978.0,23918.0,D,B,72.4,4.12,183.51,3.67,low,0
